,date,MG,FL,OD,VS,SJ,PEAK
0,2015-01-01 00:00:00,15089.636,16510.074,20782.938,16187.891,17856.83,37516.234
1,2015-01-01 01:00:00,15090.484,16510.822,20784.021,16187.891,17857.203,37519.617
2,2015-01-01 02:00:00,15091.142,16513.12,20785.605,16187.986,17857.732,37521.76
3,2015-01-01 03:00:00,15092.341,16515.922,20788.217,16189.083,17858.488,37523.895
4,2015-01-01 04:00:00,15093.374,16516.637,20793.691,16189.577,17859.14,37525.703
5,2015-01-01 05:00:00,15093.465,16516.637,20794.236,16189.577,17859.408,37525.918
6,2015-01-01 06:00:00,15093.662,16517.148,20795.908,16189.993,17859.71,37526.684
7,2015-01-01 07:00:00,15093.777,16517.148,20798.188,16190.504,17859.79,37526.684
8,2015-01-01 08:00:00,15093.777,16517.148,20800.06,16190.504,17859.79,37528.94
9,2015-01-01 09:00:00,15093.865,16517.219,20800.365,16190.619,17859.79,37528.94
10,2015-01-01 10:00:00,15093.865,16517.219,20800.684,16190.619,17859.834,37528.94
11,2015-01-01 11:00:00,15093.865,16517.219,20800.703,16190.661,17859.834,37528.94
12,2015-01-01 12:00:00,15093.865,16517.219,20800.926,16190.82,17859.873,37528.94
13,2015-01-01 13:00:00,15093.865,16517.393,20801.871,16190.921,17859.904,37528.94
14,2015-01-01 14:00:00,15093.961,16517.922,20802.418,16191.493,17859.904,37529.133
15,2015-01-01 15:00:00,15095.271,16517.947,20802.662,16191.692,17859.904,37529.492
16,2015-01-01 16:00:00,15095.271,16517.947,20803.633,16191.773,17859.904,37530.7
17,2015-01-01 17:00:00,15095.487,16518.512,20804.94,16192.066,17859.904,37530.7
18,2015-01-01 18:00:00,15096.33,16520.057,20806.092,16192.533,17859.904,37533.21
19,2015-01-01 19:00:00,15097.377,16521.73,20806.092,16193.698,17859.904,37535.77
20,2015-01-01 20:00:00,15099.885,16524.643,20806.53,16195.556,17859.904,37538.293
21,2015-01-01 21:00:00,15101.433,16525.975,20806.53,16196.38,17860.14,37538.85
22,2015-01-01 22:00:00,15104.281,16527.947,20807.676,16198.987,17861.088,37541.664
23,2015-01-01 23:00:00,15109.052,16530.703,20813.95,16201.914,17863.758,37546.496
24,2015-01-02 00:00:00,15118.851,16535.938,20822.795,16207.39,17869.541,37564.332
25,2015-01-02 01:00:00,15119.018,16535.947,20823.27,16207.698,17869.83,37565.324
26,2015-01-02 02:00:00,15119.907,16536.266,20823.545,16209.217,17871.441,37566.766
27,2015-01-02 03:00:00,15120.735,16536.879,20823.545,16209.895,17871.936,37567.086
28,2015-01-02 04:00:00,15120.735,16536.879,20823.617,16210.025,17872.078,37567.086
29,2015-01-02 05:00:00,15121.313,16536.89,20824.008,16210.427,17872.18,37568.645
30,2015-01-02 06:00:00,15122.672,16537.584,20824.975,16211.954,17873.074,37570.977
31,2015-01-02 07:00:00,15123.242,16538.73,20824.975,16212.589,17873.217,37570.977
32,2015-01-02 08:00:00,15124.375,16538.904,20825.365,16213.074,17873.273,37572.77
33,2015-01-02 09:00:00,15124.375,16539.184,20825.365,16213.074,17873.36,37572.77
34,2015-01-02 10:00:00,15124.403,16539.184,20825.498,16213.329,17873.576,37573.297
35,2015-01-02 11:00:00,15125.487,16539.22,20826.98,16214.934,17875.605,37576.14
36,2015-01-02 12:00:00,15113.793,16533.627,20818.791,16204.32,17865.115,37551.676
37,2015-01-02 13:00:00,15114.81,16533.627,20819.16,16204.39,17866.58,37554.777
38,2015-01-02 14:00:00,15114.861,16533.627,20819.16,16204.495,17866.58,37555.383
39,2015-01-02 15:00:00,15114.861,16533.627,20819.16,16204.495,17866.58,37555.645
40,2015-01-02 16:00:00,15114.861,16533.627,20819.344,16204.495,17866.643,37555.793
41,2015-01-02 17:00:00,15114.861,16535.246,20820.885,16205.112,17868.508,37558.992
42,2015-01-02 18:00:00,15115.842,16535.426,20820.96,16205.347,17868.963,37559.52
43,2015-01-02 19:00:00,15116.79,16535.604,20821.896,16205.849,17869.053,37561.152
44,2015-01-02 20:00:00,15117.234,16535.615,20821.988,16206.222,17869.053,37561.703
45,2015-01-02 21:00:00,15118.209,16535.615,20822.402,16207.247,17869.473,37563.08
46,2015-01-02 22:00:00,15124.185,16538.73,20825.365,16212.589,17873.217,37572.77
47,2015-01-02 23:00:00,15124.375,16538.73,20825.365,16212.738,17873.273,37572.77
48,2015-01-03 00:00:00,15135.215,16551.46,20838.87,16227.119,17889.719,37598.824
49,2015-01-03 01:00:00,15138.206,16555.44,20842.625,16232.263,17893.232,37603.277
50,2015-01-03 02:00:00,15138.312,16556.291,20843.916,16233.245,17893.83,37604.96
51,2015-01-03 03:00:00,15139.497,16556.516,20844.475,16234.056,17893.83,37607.47
52,2015-01-03 04:00:00,15139.708,16556.787,20844.924,16234.819,17893.934,37608.25
53,2015-01-03 05:00:00,15126.387,16540.875,20827.045,16217.358,17876.021,37577.133
54,2015-01-03 06:00:00,15127.113,16540.875,20827.246,16217.445,17876.021,37577.805
55,2015-01-03 07:00:00,15127.365,16541.12,20827.246,16217.445,17876.252,37578.02
56,2015-01-03 08:00:00,15127.417,16541.12,20827.246,16217.445,17876.252,37578.02
57,2015-01-03 09:00:00,15127.824,16541.12,20829.656,16217.717,17876.809,37580.773
58,2015-01-03 10:00:00,15128.2295,16541.55,20830.033,16218.018,17876.809,37582.863
59,2015-01-03 11:00:00,15129.711,16541.6,20830.62,16218.87,17877.506,37584.082
60,2015-01-03 12:00:00,15130.334,16541.93,20831.059,16219.906,17877.535,37586.35
61,2015-01-03 13:00:00,15132.403,16542.418,20833.887,16222.062,17878.436,37590.664
62,2015-01-03 14:00:00,15132.475,16545.66,20834.072,16223.003,17881.094,37591.742
63,2015-01-03 15:00:00,15132.669,16546.607,20835.115,16223.77,17882.807,37592.46
64,2015-01-03 16:00:00,15133.033,16546.623,20835.447,16224.231,17882.932,37593.33
65,2015-01-03 17:00:00,15133.682,16548.365,20836.566,16225.63,17886.418,37595.656
66,2015-01-03 18:00:00,15134.169,16549.404,20836.566,16225.816,17886.488,37595.656
67,2015-01-03 19:00:00,15134.657,16549.979,20836.566,16225.875,17886.932,37596.18
