,date,MG,FL,OD,VS,SJ,PEAK
0,2015-01-01 00:00:00,15171.648,16585.932,20785.717,16093.207,17843.053,37707.863
1,2015-01-01 01:00:00,15172.498,16586.732,20786.994,16093.207,17843.28,37711.25
2,2015-01-01 02:00:00,15173.235,16588.207,20788.12,16093.456,17843.627,37713.17
3,2015-01-01 03:00:00,15174.482,16590.607,20790.508,16094.465,17844.385,37715.465
4,2015-01-01 04:00:00,15175.612,16591.219,20796.305,16095.027,17845.123,37717.324
5,2015-01-01 05:00:00,15175.676,16591.219,20797.234,16095.08,17845.518,37717.9
6,2015-01-01 06:00:00,15175.833,16591.525,20799.234,16095.328,17845.828,37718.83
7,2015-01-01 07:00:00,15175.983,16591.525,20801.676,16095.502,17845.906,37719.1
8,2015-01-01 08:00:00,15176.246,16591.525,20804.113,16095.627,17845.955,37721.79
9,2015-01-01 09:00:00,15176.246,16591.525,20804.113,16095.627,17845.955,37721.79
10,2015-01-01 10:00:00,15176.246,16591.525,20804.684,16095.627,17845.979,37721.79
11,2015-01-01 11:00:00,15176.246,16591.945,20805.469,16095.849,17845.979,37721.79
12,2015-01-01 12:00:00,15176.969,16592.16,20805.885,16096.477,17845.979,37722.066
13,2015-01-01 13:00:00,15178.043,16592.16,20806.355,16097.027,17845.979,37723.117
14,2015-01-01 14:00:00,15178.072,16592.428,20806.55,16097.23,17845.979,37723.71
15,2015-01-01 15:00:00,15178.279,16592.951,20807.625,16097.597,17846.203,37724.51
16,2015-01-01 16:00:00,15182.011,16597.8,20809.83,16100.98,17846.203,37731.797
17,2015-01-01 17:00:00,15183.452,16598.955,20809.83,16101.608,17846.203,37732.38
18,2015-01-01 18:00:00,15185.931,16600.496,20811.068,16103.278,17847.252,37735.08
19,2015-01-01 19:00:00,15191.35,16603.23,20817.846,16106.01,17850.027,37739.703
20,2015-01-01 20:00:00,15176.073,16591.525,20803.402,16095.502,17845.906,37721.79
21,2015-01-01 21:00:00,15176.246,16591.525,20803.9,16095.627,17845.955,37721.79
22,2015-01-01 22:00:00,15179.443,16594.102,20809.08,16098.172,17846.203,37726.812
23,2015-01-01 23:00:00,15180.156,16595.453,20809.08,16099.3125,17846.203,37729.516
24,2015-01-02 00:00:00,15195.087,16606.273,20822.287,16108.175,17851.338,37745.492
25,2015-01-02 01:00:00,15196.251,16606.348,20822.496,16108.444,17852.285,37748.37
26,2015-01-02 02:00:00,15196.399,16606.348,20822.496,16108.753,17852.89,37749.613
27,2015-01-02 03:00:00,15196.4,16606.348,20822.496,16108.753,17852.89,37749.613
28,2015-01-02 04:00:00,15196.4,16606.348,20822.496,16108.753,17852.89,37749.613
29,2015-01-02 05:00:00,15196.419,16607.93,20824.484,16109.505,17854.336,37753.07
30,2015-01-02 06:00:00,15197.458,16608.596,20824.688,16110.529,17855.715,37754.348
31,2015-01-02 07:00:00,15198.124,16609.246,20826.092,16110.931,17856.441,37756.867
32,2015-01-02 08:00:00,15199.158,16609.809,20826.244,16112.551,17857.182,37757.473
33,2015-01-02 09:00:00,15199.684,16609.809,20826.354,16112.551,17857.182,37757.844
34,2015-01-02 10:00:00,15200.827,16610.65,20827.453,16113.621,17859.96,37759.8
35,2015-01-02 11:00:00,15201.019,16610.988,20827.68,16114.742,17859.96,37760.133
36,2015-01-02 12:00:00,15201.177,16611.018,20827.68,16115.048,17859.96,37760.152
37,2015-01-02 13:00:00,15201.495,16611.1,20827.867,16115.347,17860.273,37760.402
38,2015-01-02 14:00:00,15202.353,16611.514,20828.408,16115.915,17861.312,37761.773
39,2015-01-02 15:00:00,15202.975,16611.99,20829.244,16117.033,17861.611,37762.867
40,2015-01-02 16:00:00,15205.819,16612.021,20829.648,16118.137,17862.008,37766.355
41,2015-01-02 17:00:00,15205.819,16612.021,20829.648,16118.202,17862.133,37766.355
42,2015-01-02 18:00:00,15205.865,16612.021,20829.648,16118.405,17862.133,37766.355
43,2015-01-02 19:00:00,15206.818,16613.414,20830.885,16119.178,17863.111,37768.99
44,2015-01-02 20:00:00,15199.001,16609.246,20826.209,16111.506,17856.441,37757.473
45,2015-01-02 21:00:00,15199.095,16609.809,20826.244,16112.551,17857.182,37757.473
46,2015-01-02 22:00:00,15205.225,16611.99,20829.648,16117.099,17861.611,37766.355
47,2015-01-02 23:00:00,15205.819,16611.99,20829.648,16117.498,17861.924,37766.355
48,2015-01-03 00:00:00,15207.168,16613.484,20831.133,16119.18,17863.111,37770.254
49,2015-01-03 01:00:00,15207.233,16613.484,20831.133,16119.475,17863.111,37770.254
50,2015-01-03 02:00:00,15209.619,16613.484,20831.133,16120.024,17863.111,37770.844
51,2015-01-03 03:00:00,15210.64,16613.484,20833.174,16120.024,17863.531,37771.93
52,2015-01-03 04:00:00,15211.738,16614.514,20833.648,16120.101,17863.951,37773.68
53,2015-01-03 05:00:00,15212.565,16614.65,20834.451,16120.285,17864.314,37775.63
54,2015-01-03 06:00:00,15213.489,16614.65,20834.598,16120.487,17864.314,37775.926
55,2015-01-03 07:00:00,15214.563,16614.65,20835.098,16121.785,17864.314,37777.53
56,2015-01-03 08:00:00,15217.005,16615.64,20835.602,16123.378,17865.408,37779.082
57,2015-01-03 09:00:00,15217.037,16616.723,20835.602,16126.084,17866.363,37779.09
58,2015-01-03 10:00:00,15217.763,16617.473,20835.678,16126.489,17866.363,37780.137
59,2015-01-03 11:00:00,15218.278,16617.543,20835.71,16126.642,17866.363,37781.16
