,date,MG,FL,OD,VS,SJ,PEAK
0,2007-01-01 00:00:00,1592.2543,1802.2567,2399.5269,1652.6344,1871.1227,4459.0845
1,2007-01-01 01:00:00,1592.5466,1802.3044,2399.5269,1653.278,1871.2524,4459.801
2,2007-01-01 02:00:00,1592.7219,1802.3099,2399.5269,1653.4801,1871.2524,4460.459
3,2007-01-01 03:00:00,1593.3435,1802.3605,2399.5269,1654.9323,1871.3021,4460.989
4,2007-01-01 04:00:00,1593.9028,1802.3605,2399.5269,1655.0839,1871.3021,4461.353
5,2007-01-01 05:00:00,1593.9028,1802.3605,2399.5269,1655.0839,1871.3021,4461.353
6,2007-01-01 06:00:00,1593.9028,1802.3605,2399.5269,1655.0839,1871.3021,4461.353
7,2007-01-01 07:00:00,1593.9028,1802.3605,2399.5269,1655.0839,1871.3021,4461.353
8,2007-01-01 08:00:00,1593.9028,1802.3605,2399.5269,1655.0839,1871.3021,4461.353
9,2007-01-01 09:00:00,1593.9028,1802.3605,2399.5269,1655.0839,1871.3021,4461.353
10,2007-01-01 10:00:00,1593.9028,1802.3605,2399.5269,1655.0839,1871.3021,4461.392
11,2007-01-01 11:00:00,1593.9064,1802.3605,2399.5269,1655.0839,1871.3043,4461.6655
12,2007-01-01 12:00:00,1593.9064,1802.3605,2399.6934,1655.0839,1871.682,4461.948
13,2007-01-01 13:00:00,1594.0125,1802.5653,2400.2107,1655.5967,1872.2968,4462.6255
14,2007-01-01 14:00:00,1594.0433,1803.8181,2400.2107,1655.6644,1873.4211,4462.9453
15,2007-01-01 15:00:00,1594.0547,1803.8219,2400.2107,1655.6644,1873.4479,4463.0034
16,2007-01-01 16:00:00,1594.1045,1803.8226,2400.2107,1655.6919,1873.5232,4463.04
17,2007-01-01 17:00:00,1594.2144,1803.8226,2400.2107,1655.7675,1873.5592,4463.356
18,2007-01-01 18:00:00,1594.2144,1803.8226,2400.2107,1655.7675,1873.5592,4463.356
19,2007-01-01 19:00:00,1594.2144,1803.8226,2400.4155,1655.9442,1874.2423,4463.91
20,2007-01-01 20:00:00,1594.2784,1803.8898,2401.2046,1655.9651,1874.4021,4465.6685
21,2007-01-01 21:00:00,1594.4137,1804.8953,2401.2156,1655.9891,1875.1108,4466.531
22,2007-01-01 22:00:00,1594.5002,1805.1261,2401.7454,1657.0083,1876.7339,4467.7314
23,2007-01-01 23:00:00,1592.4673,1802.2913,2399.5269,1653.2397,1871.2253,4459.427
24,2007-01-02 00:00:00,1594.5144,1805.132,2403.3213,1657.0708,1878.2363,4469.73
25,2007-01-02 01:00:00,1594.9464,1805.3451,2406.083,1657.4502,1882.5739,4473.6377
26,2007-01-02 02:00:00,1595.8953,1805.4625,2406.6597,1657.8134,1883.1442,4475.049
27,2007-01-02 03:00:00,1595.9084,1805.4642,2406.748,1657.8823,1884.6746,4475.3267
