,date,MG,FL,OD,VS,SJ,PEAK
0,2018-01-01 00:00:00,19829.887,21898.74,28106.896,21253.55,23627.264,48792.93
1,2018-01-01 01:00:00,19829.887,21899.352,28106.896,21254.07,23627.264,48792.93
2,2018-01-01 02:00:00,19830.951,21900.299,28106.896,21255.93,23627.531,48795.11
3,2018-01-01 03:00:00,19831.346,21900.299,28106.896,21257.316,23627.594,48795.11
4,2018-01-01 04:00:00,19832.422,21900.412,28106.896,21258.473,23627.623,48796.934
5,2018-01-01 05:00:00,19833.377,21900.412,28106.896,21259.76,23627.623,48797.51
6,2018-01-01 06:00:00,19833.59,21901.305,28106.896,21260.297,23628.08,48799.8
7,2018-01-01 07:00:00,19834.846,21901.41,28106.896,21263.162,23628.08,48802.81
8,2018-01-01 08:00:00,19840.809,21902.344,28106.896,21270.443,23628.08,48809.383
9,2018-01-01 09:00:00,19841.572,21902.756,28106.896,21271.914,23628.08,48809.383
10,2018-01-01 10:00:00,19841.938,21902.756,28106.896,21271.914,23628.08,48809.887
11,2018-01-01 11:00:00,19841.938,21902.756,28106.896,21271.914,23628.08,48809.887
12,2018-01-01 12:00:00,19841.938,21902.756,28106.896,21271.914,23628.08,48809.887
13,2018-01-01 13:00:00,19841.938,21902.756,28106.896,21271.914,23628.08,48809.887
14,2018-01-01 14:00:00,19841.938,21902.756,28106.896,21271.914,23628.08,48809.887
15,2018-01-01 15:00:00,19841.938,21902.756,28107.346,21271.914,23628.08,48809.887
16,2018-01-01 16:00:00,19839.287,21902.164,28106.896,21268.482,23628.08,48808.023
17,2018-01-01 17:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
18,2018-01-01 18:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
19,2018-01-01 19:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
20,2018-01-01 20:00:00,19836.605,21902.164,28106.896,21266.223,23628.08,48805.13
21,2018-01-01 21:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
22,2018-01-01 22:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
23,2018-01-01 23:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
24,2018-01-02 00:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
25,2018-01-02 01:00:00,19841.938,21902.756,28107.633,21271.914,23628.123,48809.887
26,2018-01-02 02:00:00,19841.938,21902.756,28107.633,21271.914,23628.273,48809.887
27,2018-01-02 03:00:00,19841.938,21902.756,28107.633,21271.914,23628.273,48809.887
28,2018-01-02 04:00:00,19841.938,21902.756,28107.902,21271.914,23628.273,48809.887
29,2018-01-02 05:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
30,2018-01-02 06:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
31,2018-01-02 07:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
32,2018-01-02 08:00:00,19841.938,21902.756,28107.633,21271.914,23628.08,48809.887
33,2018-01-02 09:00:00,19841.938,21902.756,28107.633,21271.914,23628.273,48809.887
34,2018-01-02 10:00:00,19841.938,21902.756,28107.633,21271.914,23628.273,48809.887
35,2018-01-02 11:00:00,19841.938,21902.756,28107.633,21271.914,23628.273,48809.887
36,2018-01-02 12:00:00,19841.938,21902.756,28108.598,21271.914,23628.273,48809.887
37,2018-01-02 13:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
38,2018-01-02 14:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
39,2018-01-02 15:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
40,2018-01-02 16:00:00,19841.938,21902.756,28107.824,21271.914,23628.273,48809.887
41,2018-01-02 17:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
42,2018-01-02 18:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
43,2018-01-02 19:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
44,2018-01-02 20:00:00,19841.938,21902.756,28107.777,21271.914,23628.273,48809.887
45,2018-01-02 21:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
46,2018-01-02 22:00:00,19842.363,21902.756,28108.598,21271.914,23628.273,48809.887
47,2018-01-02 23:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
48,2018-01-03 00:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
49,2018-01-03 01:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
50,2018-01-03 02:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
51,2018-01-03 03:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
52,2018-01-03 04:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
53,2018-01-03 05:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
54,2018-01-03 06:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
55,2018-01-03 07:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
56,2018-01-03 08:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
57,2018-01-03 09:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
58,2018-01-03 10:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
59,2018-01-03 11:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
60,2018-01-03 12:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
61,2018-01-03 13:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
62,2018-01-03 14:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
63,2018-01-03 15:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
64,2018-01-03 16:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
65,2018-01-03 17:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
66,2018-01-03 18:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
67,2018-01-03 19:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
68,2018-01-03 20:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
69,2018-01-03 21:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
70,2018-01-03 22:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
71,2018-01-03 23:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
72,2018-01-04 00:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
73,2018-01-04 01:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
74,2018-01-04 02:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
75,2018-01-04 03:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
76,2018-01-04 04:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
77,2018-01-04 05:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
78,2018-01-04 06:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
79,2018-01-04 07:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
80,2018-01-04 08:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
81,2018-01-04 09:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
82,2018-01-04 10:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
83,2018-01-04 11:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
84,2018-01-04 12:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
85,2018-01-04 13:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
86,2018-01-04 14:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
87,2018-01-04 15:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
88,2018-01-04 16:00:00,19842.363,21902.756,28108.598,21272.176,23628.273,48809.887
