,date,MG,FL,OD,VS,SJ,PEAK
0,2017-01-01 00:00:00,17548.533,19478.305,25183.389,18778.271,21274.809,43937.645
1,2017-01-01 01:00:00,17548.533,19478.305,25183.389,18778.475,21275.314,43937.645
2,2017-01-01 02:00:00,17548.533,19478.328,25183.66,18778.475,21275.988,43937.816
3,2017-01-01 03:00:00,17548.969,19478.465,25184.186,18779.125,21276.482,43939.094
4,2017-01-01 04:00:00,17551.037,19478.57,25184.367,18779.125,21276.87,43939.85
5,2017-01-01 05:00:00,17552.87,19478.986,25184.562,18779.445,21277.002,43941.18
6,2017-01-01 06:00:00,17553.229,19478.986,25184.697,18779.549,21278.18,43941.875
7,2017-01-01 07:00:00,17555.363,19480.244,25185.924,18780.725,21281.025,43944.105
8,2017-01-01 08:00:00,17556.533,19481.29,25186.637,18781.357,21284.902,43946.88
9,2017-01-01 09:00:00,17558.865,19481.7,25189.545,18782.021,21285.63,43949.586
10,2017-01-01 10:00:00,17560.21,19482.244,25190.723,18782.252,21285.63,43950.59
11,2017-01-01 11:00:00,17561.242,19482.61,25191.488,18782.8,21287.098,43950.902
12,2017-01-01 12:00:00,17562.432,19482.61,25191.514,18782.8,21288.154,43951.832
13,2017-01-01 13:00:00,17562.594,19482.98,25193.578,18782.8,21288.258,43953.605
14,2017-01-01 14:00:00,17563.148,19482.98,25193.578,18782.8,21289.105,43954.84
15,2017-01-01 15:00:00,17563.268,19482.98,25194.219,18782.8,21290.871,43955.145
16,2017-01-01 16:00:00,17563.645,19483.076,25194.928,18782.87,21290.871,43956.195
17,2017-01-01 17:00:00,17563.768,19483.076,25195.256,18783.346,21290.871,43958.844
18,2017-01-01 18:00:00,17564.137,19483.219,25195.451,18784.373,21292.72,43960.035
19,2017-01-01 19:00:00,17564.418,19483.219,25195.451,18784.373,21294.203,43960.66
20,2017-01-01 20:00:00,17565.754,19483.703,25195.559,18784.479,21295.088,43961.406
21,2017-01-01 21:00:00,17565.754,19483.703,25195.664,18784.479,21296.576,43963.06
22,2017-01-01 22:00:00,17566.992,19483.703,25196.639,18785.494,21296.816,43965.453
23,2017-01-01 23:00:00,17567.268,19483.775,25197.023,18785.943,21300.291,43966.43
24,2017-01-02 00:00:00,17567.268,19485.045,25197.117,18786.197,21303.09,43966.875
25,2017-01-02 01:00:00,17568.11,19485.092,25197.305,18786.225,21303.701,43969.457
26,2017-01-02 02:00:00,17568.938,19485.492,25197.49,18786.225,21304.123,43971.77
27,2017-01-02 03:00:00,17571.865,19485.492,25197.49,18786.225,21304.22,43974.53
28,2017-01-02 04:00:00,17571.865,19485.803,25197.49,18786.225,21305.533,43974.8
29,2017-01-02 05:00:00,17571.865,19485.809,25197.49,18786.314,21305.99,43974.8
30,2017-01-02 06:00:00,17571.865,19485.809,25197.49,18786.314,21305.99,43974.8
31,2017-01-02 07:00:00,17571.865,19485.809,25198.129,18786.314,21305.99,43975.51
32,2017-01-02 08:00:00,17571.865,19485.809,25198.834,18786.314,21305.99,43975.805
33,2017-01-02 09:00:00,17572.148,19485.809,25198.834,18786.314,21305.99,43978.008
34,2017-01-02 10:00:00,17572.55,19485.809,25199.154,18786.314,21305.99,43978.008
35,2017-01-02 11:00:00,17572.55,19485.809,25199.154,18786.314,21305.99,43978.008
36,2017-01-02 12:00:00,17572.71,19485.809,25199.154,18786.314,21305.99,43978.008
37,2017-01-02 13:00:00,17573.2,19485.809,25199.154,18786.314,21305.99,43978.008
38,2017-01-02 14:00:00,17573.2,19485.809,25199.154,18786.314,21305.99,43978.008
39,2017-01-02 15:00:00,17573.2,19485.809,25199.154,18786.314,21306.451,43978.008
40,2017-01-02 16:00:00,17573.2,19485.809,25199.154,18786.314,21306.451,43978.008
41,2017-01-02 17:00:00,17573.2,19485.809,25199.154,18786.314,21306.451,43978.008
42,2017-01-02 18:00:00,17573.2,19485.809,25199.154,18786.314,21306.451,43978.008
43,2017-01-02 19:00:00,17573.2,19485.809,25199.154,18786.314,21307.625,43978.008
44,2017-01-02 20:00:00,17573.2,19485.809,25199.281,18786.314,21308.2,43978.008
45,2017-01-02 21:00:00,17571.865,19485.809,25197.49,18786.314,21305.99,43974.8
46,2017-01-02 22:00:00,17571.865,19485.492,25197.49,18786.225,21304.621,43974.53
47,2017-01-02 23:00:00,17571.865,19485.492,25197.49,18786.225,21304.621,43974.53
48,2017-01-03 00:00:00,17573.2,19485.809,25199.281,18786.314,21308.365,43978.008
49,2017-01-03 01:00:00,17573.2,19485.809,25199.281,18786.314,21309.168,43978.008
50,2017-01-03 02:00:00,17573.2,19485.809,25199.281,18786.314,21309.533,43978.008
51,2017-01-03 03:00:00,17573.2,19485.809,25199.281,18786.314,21310.797,43980.977
52,2017-01-03 04:00:00,17573.2,19485.809,25199.66,18786.314,21311.047,43982.848
