,date,MG,FL,OD,VS,SJ,PEAK
0,2018-01-01 00:00:00,19121.967,21522.871,27675.06,20517.123,23468.08,47786.938
1,2018-01-01 01:00:00,19121.967,21522.951,27675.06,20517.47,23468.08,47786.938
2,2018-01-01 02:00:00,19122.959,21524.129,27675.06,20519.414,23468.08,47788.41
3,2018-01-01 03:00:00,19124.176,21524.504,27675.06,20520.55,23468.08,47789.39
4,2018-01-01 04:00:00,19124.564,21524.504,27675.06,20521.15,23468.08,47789.684
5,2018-01-01 05:00:00,19125.42,21524.504,27675.06,20521.693,23468.145,47790.887
6,2018-01-01 06:00:00,19125.42,21526.047,27675.06,20523.1,23468.398,47792.51
7,2018-01-01 07:00:00,19127.531,21526.047,27675.06,20525.875,23468.398,47795.848
8,2018-01-01 08:00:00,19134.234,21527.242,27675.06,20534.113,23468.398,47800.52
9,2018-01-01 09:00:00,19134.414,21527.875,27675.06,20535.031,23468.398,47800.52
10,2018-01-01 10:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
11,2018-01-01 11:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
12,2018-01-01 12:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
13,2018-01-01 13:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
14,2018-01-01 14:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
15,2018-01-01 15:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
16,2018-01-01 16:00:00,19129.457,21526.434,27675.06,20528.924,23468.398,47796.688
17,2018-01-01 17:00:00,19132.566,21527.242,27675.06,20532.7,23468.398,47799.797
18,2018-01-01 18:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
19,2018-01-01 19:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
20,2018-01-01 20:00:00,19134.941,21527.875,27675.06,20535.236,23468.398,47800.52
