,date,MG,FL,OD,VS,SJ,PEAK
0,2016-01-01 00:00:00,16338.343,18193.432,23124.082,17478.84,19667.617,40829.727
1,2016-01-01 01:00:00,16339.119,18195.605,23124.445,17479.436,19667.678,40834.24
2,2016-01-01 02:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
3,2016-01-01 03:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
4,2016-01-01 04:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
5,2016-01-01 05:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
6,2016-01-01 06:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
7,2016-01-01 07:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
8,2016-01-01 08:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
9,2016-01-01 09:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
10,2016-01-01 10:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
11,2016-01-01 11:00:00,16338.343,18192.307,23123.666,17478.84,19665.7,40827.168
12,2016-01-01 12:00:00,16339.814,18196.1,23126.37,17479.436,19670.68,40835.695
13,2016-01-01 13:00:00,16340.741,18196.787,23127.592,17480.873,19670.68,40838.92
14,2016-01-01 14:00:00,16340.854,18196.787,23127.725,17480.873,19670.68,40839.004
15,2016-01-01 15:00:00,16340.854,18196.787,23127.725,17480.873,19670.68,40839.004
16,2016-01-01 16:00:00,16340.854,18196.787,23127.725,17480.873,19670.68,40839.004
17,2016-01-01 17:00:00,16340.854,18196.787,23127.725,17480.873,19670.68,40839.004
18,2016-01-01 18:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
19,2016-01-01 19:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
20,2016-01-01 20:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
21,2016-01-01 21:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
22,2016-01-01 22:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
23,2016-01-01 23:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
24,2016-01-02 00:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
25,2016-01-02 01:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
26,2016-01-02 02:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
27,2016-01-02 03:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
28,2016-01-02 04:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
29,2016-01-02 05:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
30,2016-01-02 06:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
31,2016-01-02 07:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
32,2016-01-02 08:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
33,2016-01-02 09:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
34,2016-01-02 10:00:00,16340.854,18196.787,23127.725,17480.873,19670.777,40839.004
