#Flatbreen, 78.19.0, Lufttemperatur, dogn
Tidspunkt;Lufttemperatur (°C);Korrigert;Kontrollert
2006-05-06 11:00:00Z;8,742439;0;1
2006-05-07 11:00:00Z;7,685983;0;1
2006-05-08 11:00:00Z;7,766681;0;1
2006-05-09 11:00:00Z;6,722542;0;1
2006-05-10 11:00:00Z;6,321722;0;1
2006-05-11 11:00:00Z;3,465945;0;1
2006-05-12 11:00:00Z;-0,8819584;0;1
2006-05-13 11:00:00Z;-1,766042;0;1
2006-05-14 11:00:00Z;-2,389083;0;1
2006-05-15 11:00:00Z;-1,938417;0;1
2006-05-16 11:00:00Z;0,5174444;0;1
2006-05-17 11:00:00Z;2,285653;0;1
2006-05-18 11:00:00Z;2,363292;0;1
2006-05-19 11:00:00Z;5,015;0;1
2006-05-20 11:00:00Z;4,187042;0;1
2006-05-21 11:00:00Z;2,434986;0;1
2006-05-22 11:00:00Z;3,182417;0;1
2006-05-23 11:00:00Z;0,9340972;0;1
2006-05-24 11:00:00Z;0,5109167;0;1
2006-05-25 11:00:00Z;-0,312875;0;1
2006-05-26 11:00:00Z;1,054403;0;1
2006-05-27 11:00:00Z;2,021264;0;1
2006-05-28 11:00:00Z;4,011666;0;1
2006-05-29 11:00:00Z;3,664569;0;1
2006-05-30 11:00:00Z;3,1495;0;1
2006-05-31 11:00:00Z;0,6431806;0;1
2006-06-01 11:00:00Z;2,118847;0;1
2006-06-02 11:00:00Z;2,284278;0;1
2006-06-03 11:00:00Z;0,5516667;0;1
2006-06-04 11:00:00Z;0,9804166;0;1
2006-06-05 11:00:00Z;3,669153;0;1
2006-06-06 11:00:00Z;5,641597;0;1
2006-06-07 11:00:00Z;5,444931;0;1
2006-06-08 11:00:00Z;6,432528;0;1
2006-06-09 11:00:00Z;6,710778;0;1
2006-06-10 11:00:00Z;9,98975;0;1
2006-06-11 11:00:00Z;10,73796;0;1
2006-06-12 11:00:00Z;12,51404;0;1
2006-06-13 11:00:00Z;10,07839;0;1
2006-06-14 11:00:00Z;2,494375;0;1
2006-06-15 11:00:00Z;7,605597;0;1
2006-06-16 11:00:00Z;7,877639;0;1
2006-06-17 11:00:00Z;6,731778;0;1
2006-06-18 11:00:00Z;7,914694;0;1
2006-06-19 11:00:00Z;7,52182;0;1
2006-06-20 11:00:00Z;7,189709;0;1
2006-06-21 11:00:00Z;6,412138;0;1
2006-06-22 11:00:00Z;5,551778;0;1
2006-06-23 11:00:00Z;4,012111;0;1
2006-06-24 11:00:00Z;4,567528;0;1
2006-06-25 11:00:00Z;4,429347;0;1
2006-06-26 11:00:00Z;6,34968;0;1
2006-06-27 11:00:00Z;8,359902;0;1
2006-06-28 11:00:00Z;6,813944;0;1
2006-06-29 11:00:00Z;7,991111;0;1
2006-06-30 11:00:00Z;10,14353;0;1
2006-07-01 11:00:00Z;9,824403;0;1
2006-07-02 11:00:00Z;10,90396;0;1
2006-07-03 11:00:00Z;11,86793;0;1
2006-07-04 11:00:00Z;9,033138;0;1
2006-07-05 11:00:00Z;11,44908;0;1
2006-07-06 11:00:00Z;13,95356;0;1
2006-07-07 11:00:00Z;11,045;0;1
2006-07-08 11:00:00Z;7,703959;0;1
2006-07-09 11:00:00Z;7,279694;0;1
2006-07-10 11:00:00Z;8,07125;0;1
2006-07-11 11:00:00Z;7,010945;0;1
2006-07-12 11:00:00Z;6,502612;0;1
2006-07-13 11:00:00Z;4,317416;0;1
2006-07-14 11:00:00Z;4,426944;0;1
2006-07-15 11:00:00Z;8,989236;0;1
2006-07-16 11:00:00Z;10,36842;0;1
2006-07-17 11:00:00Z;8,090278;0;1
2006-07-18 11:00:00Z;8,588057;0;1
2006-07-19 11:00:00Z;8,814208;0;1
2006-07-20 11:00:00Z;10,32758;0;1
2006-07-21 11:00:00Z;10,37526;0;1
2006-07-22 11:00:00Z;9,932973;0;1
2006-07-23 11:00:00Z;11,28021;0;1
2006-07-24 11:00:00Z;9,6475;0;1
2006-07-25 11:00:00Z;8,976118;0;1
2006-07-26 11:00:00Z;10,44106;0;1
2006-07-27 11:00:00Z;12,17834;0;1
2006-07-28 11:00:00Z;9,895621;0;1
2006-07-29 11:00:00Z;10,27144;0;1
2006-07-30 11:00:00Z;11,74479;0;1
2006-07-31 11:00:00Z;9,409115;0;1
2006-08-01 11:00:00Z;9,454514;0;1
2006-08-02 11:00:00Z;11,33932;0;1
2006-08-03 11:00:00Z;10,76502;0;1
2006-08-04 11:00:00Z;10,91988;0;1
2006-08-05 11:00:00Z;12,66623;0;1
2006-08-06 11:00:00Z;13,24236;0;1
2006-08-07 11:00:00Z;8,655209;0;1
2006-08-08 11:00:00Z;8,260417;0;1
2006-08-09 11:00:00Z;7,80217;0;1
2006-08-10 11:00:00Z;9,759635;0;1
2006-08-11 11:00:00Z;12,40495;0;1
2006-08-12 11:00:00Z;11,05477;0;1
2006-08-13 11:00:00Z;10,4796;0;1
2006-08-14 11:00:00Z;11,54974;0;1
2006-08-15 11:00:00Z;9,827257;0;1
2006-08-16 11:00:00Z;8,125521;0;1
2006-08-17 11:00:00Z;7,152344;0;1
2006-08-18 11:00:00Z;8,430121;0;1
2006-08-19 11:00:00Z;11,402;0;1
2006-08-20 11:00:00Z;7,997396;0;1
2006-08-21 11:00:00Z;9,0875;0;1
2006-08-22 11:00:00Z;8,998264;0;1
2006-08-23 11:00:00Z;8,643403;0;1
2006-08-24 11:00:00Z;9,85625;0;1
2006-08-25 11:00:00Z;10,09028;0;1
2006-08-26 11:00:00Z;7,721007;0;1
2006-08-27 11:00:00Z;10,4559;0;1
2006-08-28 11:00:00Z;9,653906;0;1
2006-08-29 11:00:00Z;8,277604;0;1
2006-08-30 11:00:00Z;7,638542;0;1
2006-08-31 11:00:00Z;6,799305;0;1
2006-09-01 11:00:00Z;6,065364;0;1
2006-09-02 11:00:00Z;7,386545;0;1
2006-09-03 11:00:00Z;6,49158;0;1
2006-09-04 11:00:00Z;5,171441;0;1
2006-09-05 11:00:00Z;6,319271;0;1
2006-09-06 11:00:00Z;5,194792;0;1
2006-09-07 11:00:00Z;4,656076;0;1
2006-09-08 11:00:00Z;3,701042;0;1
2006-09-09 11:00:00Z;6,515712;0;1
2006-09-10 11:00:00Z;6,386632;0;1
2006-09-11 11:00:00Z;8,727517;0;1
2006-09-12 11:00:00Z;10,69167;0;1
2006-09-13 11:00:00Z;9,915711;0;1
2006-09-14 11:00:00Z;11,23212;0;1
2006-09-15 11:00:00Z;11,55703;0;1
2006-09-16 11:00:00Z;8,296701;0;1
2006-09-17 11:00:00Z;7,81493;0;1
2006-09-18 11:00:00Z;6,971491;0;1
2006-09-19 11:00:00Z;7,105923;0;1
2006-09-20 11:00:00Z;5,243663;0;1
2006-09-21 11:00:00Z;10,57049;0;1
2006-09-22 11:00:00Z;10,84323;0;1
2006-09-23 11:00:00Z;10,75061;0;1
2006-09-24 11:00:00Z;8,453993;0;1
2006-09-25 11:00:00Z;8,773871;0;1
2006-09-26 11:00:00Z;9,29809;0;1
2006-09-27 11:00:00Z;6,670226;0;1
2006-09-28 11:00:00Z;6,610243;0;1
2006-09-29 11:00:00Z;5,903038;0;1
2006-09-30 11:00:00Z;7,599826;0;1
2006-10-01 11:00:00Z;6,131684;0;1
2006-10-02 11:00:00Z;5,480816;0;1
2006-10-03 11:00:00Z;5,604601;0;1
2006-10-04 11:00:00Z;6,00625;0;1
2006-10-05 11:00:00Z;3,418663;0;1
2006-10-06 11:00:00Z;4,226042;0;1
2006-10-07 11:00:00Z;5,095486;0;1
2006-10-08 11:00:00Z;3,444097;0;1
2006-10-09 11:00:00Z;4,920486;0;1
2006-10-10 11:00:00Z;5,384462;0;1
2006-10-11 11:00:00Z;5,373871;0;1
2006-10-12 11:00:00Z;6,099479;0;1
2006-10-13 11:00:00Z;5,689497;0;1
2006-10-14 11:00:00Z;5,06493;0;1
2006-10-15 11:00:00Z;3,426389;0;1
2006-10-16 11:00:00Z;3,77092;0;1
2006-10-17 11:00:00Z;2,890017;0;1
2006-10-18 11:00:00Z;1,774826;0;1
2006-10-19 11:00:00Z;2,822569;0;1
2006-10-20 11:00:00Z;4,476736;0;1
2006-10-21 11:00:00Z;4,815972;0;1
2006-10-22 11:00:00Z;3,628868;0;1
2006-10-23 11:00:00Z;3,433847;0;1
2006-10-24 11:00:00Z;2,180153;0;1
2006-10-25 11:00:00Z;-1,473611;0;1
2006-10-26 11:00:00Z;-1,063944;0;1
2006-10-27 11:00:00Z;-1,974139;0;1
2006-10-28 11:00:00Z;-2,488597;0;1
2006-10-29 11:00:00Z;-2,503389;0;1
