date,MG,NB,SM,FL,OD,VS,FN,OV,LV,SV,AS,FB,SJ,SB,PEAK
2020-01-01 00:00:00,162.6145,151.18155,261.00244,182.3852,209.55255,11.651466,227.61221,152.89285,156.16162,224.50824,258.84793,231.58086,225.9909,238.94887,256.70767
2020-01-01 01:00:00,174.11859,142.24835,249.76587,182.30948,210.32736,95.75305,214.76181,135.65002,189.78857,225.57114,261.52246,254.716,223.55722,245.55249,257.78815
2020-01-01 02:00:00,158.22461,145.531,251.58257,172.41382,202.51846,122.174774,215.79875,139.84604,186.0318,221.1055,264.86707,262.5116,227.52496,225.89093,279.61804
2020-01-01 03:00:00,180.7438,141.5535,254.78085,173.75183,74.222,120.19217,155.60541,139.7381,166.77881,221.221,268.6416,256.66895,227.1156,211.52234,240.85403
2020-01-01 04:00:00,180.55597,136.24725,247.19264,295.65765,77.45337,118.27881,96.67938,183.24445,148.8201,248.44353,283.32782,311.20374,238.25592,236.73538,264.80478
2020-01-01 05:00:00,160.08325,208.23068,216.79395,56.976395,205.8386,114.37604,237.93869,183.81863,132.1958,4.300247,243.75296,240.99216,255.15646,192.40881,233.61679
2020-01-01 06:00:00,212.93813,213.44368,194.69904,222.97864,201.62503,246.49152,192.82626,153.73181,130.08722,214.34691,237.68556,244.94945,270.49463,200.95874,191.59073
2020-01-01 07:00:00,177.12952,133.93661,155.58618,212.39648,194.31754,246.39424,205.37036,148.74527,113.16522,221.79164,238.35059,210.33162,230.61778,147.24042,220.06512
2020-01-01 08:00:00,133.5918,131.06216,234.16974,199.37921,169.59213,246.68207,214.53845,176.62177,132.05228,220.79082,238.6374,206.60458,193.6185,197.89496,225.29282
2020-01-01 09:00:00,140.66266,130.77551,238.71779,201.00533,162.98004,246.69235,211.03767,170.29147,160.48416,214.22025,233.29935,211.29692,197.08643,202.49573,224.78685
2020-01-01 10:00:00,157.3695,121.36954,236.9145,196.31961,148.84894,249.97217,209.61621,167.53006,163.62949,219.3613,232.89798,216.18306,196.15692,190.13034,224.81303
