date,MG,NB,SM,FL,OD,VS,FN,OV,LV,SV,AS,FB,SJ,SB,PEAK
2011-01-01 00:00:00,350.20007,325.01953,343.06238,67.64604,359.8442,319.023,285.17004,2.5974808,291.166,357.99414,313.02325,331.38757,351.52863,338.2763,338.98697
2011-01-01 01:00:00,355.89093,333.02203,332.09088,38.407745,354.25174,335.72876,248.73436,340.8256,261.52783,350.92004,324.10675,346.40247,1.8477097,344.46497,344.68314
2011-01-01 02:00:00,23.44751,326.49384,332.66565,41.532547,340.00507,313.0349,285.3532,347.9084,271.16785,349.10117,318.9235,337.02817,349.7806,342.8103,338.86966
2011-01-01 03:00:00,0.5642319,322.90912,327.86,32.836082,343.80984,7.126526,277.17294,341.81274,281.7466,349.70624,322.73572,332.8438,356.3903,336.5132,340.52686
2011-01-01 04:00:00,358.0805,328.32053,343.40036,11.843224,337.98636,318.61908,285.57553,331.60522,308.2458,342.79587,319.92584,328.5381,353.85165,350.055,338.00143
2011-01-01 05:00:00,359.0772,336.0861,354.27133,19.89206,12.444344,338.6505,315.71313,326.93118,243.77408,343.2445,327.29358,328.81662,347.92853,348.39935,344.4771
2011-01-01 06:00:00,4.0542755,324.83862,326.94354,31.251556,353.3069,320.94592,304.06696,351.95172,299.4074,338.74695,320.7288,330.14258,343.27618,352.52618,337.7736
2011-01-01 07:00:00,4.0205154,310.37872,324.89545,65.67905,349.97238,317.3973,329.25357,319.5088,296.93912,334.31992,323.59885,335.79608,8.642937,343.5289,337.98962
2011-01-01 08:00:00,351.7992,324.86993,333.35956,68.223694,13.688309,324.52612,275.49802,354.09488,278.16254,349.1286,333.79816,333.56366,0.6140213,344.76398,344.52808
2011-01-01 09:00:00,6.16597,323.68863,329.03665,50.751312,357.78595,314.74896,273.75995,353.38788,265.02777,336.15747,326.5827,323.40363,4.9618835,342.3774,332.27942
2011-01-01 10:00:00,341.55966,317.59186,328.345,42.455505,5.426506,326.83954,323.27606,359.60263,270.35812,350.61273,324.70352,340.02994,353.19775,337.71228,339.02267
2011-01-01 11:00:00,7.2310944,334.27155,348.83932,53.135284,339.94742,325.23737,261.72974,348.89703,280.10318,348.34076,332.9194,333.29504,359.33063,349.4698,343.05408
2011-01-01 12:00:00,46.46463,329.27502,342.30206,53.660233,326.0063,316.86594,307.987,0.30212402,296.93665,344.92795,359.89856,337.65656,350.34863,345.06232,342.47806
2011-01-01 13:00:00,353.93173,336.673,354.41913,90.43851,5.9682236,303.79236,313.3836,353.17014,277.28528,355.4543,343.14392,348.04974,358.9507,347.50806,346.91107
2011-01-01 14:00:00,4.690727,335.6263,349.7426,60.91823,332.3512,309.6664,325.8734,1.3330612,287.8054,325.1333,327.91083,332.2779,338.85437,341.3227,346.88568
2011-01-01 15:00:00,14.225807,339.65445,348.08078,105.877594,336.6273,307.50818,327.91974,11.764099,289.48877,345.77628,328.06186,344.88593,343.9607,351.6423,345.58612
2011-01-01 16:00:00,18.391388,314.60065,341.07617,133.66553,8.478752,290.23566,343.0571,352.3109,238.04521,354.1169,333.74652,345.88138,8.430229,351.90024,354.48474
2011-01-01 17:00:00,47.315506,318.2728,339.0951,89.81079,0.2616577,317.76135,298.9699,352.27557,246.95511,351.71664,340.46307,325.93405,12.461853,349.0499,341.50894
2011-01-01 18:00:00,34.492104,323.0169,336.45135,60.26419,359.78326,303.0672,295.42386,349.39447,277.99634,329.9284,343.65305,351.94653,50.653183,340.0982,344.9584
