date,MG,NB,FL,OD,VS,FN,OV,LV,SV,AS,FB,SJ,SB,PEAK
2013-01-01 00:00:00,3.7355425,7.0094137,-1.3304775,-0.29353276,-2.6319768,6.3764515,-3.8030493,5.2321386,12.284713,10.393099,5.452273,4.621731,5.40846,17.846931
2013-01-01 01:00:00,-4.0392375,8.9510565,1.5714371,-0.9362681,3.4233701,6.5502877,-0.99912065,3.0974727,14.764233,3.9020984,-1.116743,4.041671,6.064651,12.768239
2013-01-01 02:00:00,-2.2542484,8.97875,0.23559196,-1.3516747,4.462629,3.0586336,-0.30217162,2.3412707,8.192084,6.5600424,1.3738416,3.2509563,6.1801033,10.121328
2013-01-01 03:00:00,-1.5179515,7.9727554,0.55200195,-1.9594079,3.6128209,2.3628836,1.193996,2.0244718,5.709349,7.8920894,3.279617,3.3023477,7.025612,8.5553055
2013-01-01 04:00:00,1.4282279,10.856002,-1.2886776,1.8815151,6.764641,2.1024477,0.33358732,0.96195906,6.3249373,7.083684,1.2567037,2.3568797,5.615522,11.031041
2013-01-01 05:00:00,-0.99847883,6.7516074,-1.8468393,-2.5737727,0.3133183,1.5744041,-1.7263349,0.77259666,6.4929867,7.5690484,0.6635441,4.449036,1.1342237,8.553934
2013-01-01 06:00:00,-1.3155363,-0.96741974,-1.5767477,5.5551076,-3.4847782,1.2127546,0.9173882,0.24219964,5.232896,3.0730639,3.449796,3.150007,3.1543674,10.38499
2013-01-01 07:00:00,0.548916,-1.8237885,0.656192,2.053401,0.4104928,-0.28411952,-0.71496886,-0.15460598,5.335058,4.0010223,2.0797956,2.3361366,1.3025489,9.660732
2013-01-01 08:00:00,1.4638269,-1.2967151,0.3094153,-2.8643806,-3.8936267,0.9134189,2.5460107,-2.402258,5.7822175,3.4390717,2.2679167,0.21020369,0.43625173,6.5250173
2013-01-01 09:00:00,0.5762649,0.9234965,0.059318326,-1.675254,-3.4816039,-0.27255917,0.7803101,1.267679,6.261105,3.582787,2.3874621,0.099513374,2.3374875,4.4617486
2013-01-01 10:00:00,2.2438178,-1.1156737,-1.1509953,-1.828945,-2.2740057,0.5177829,-0.17675567,-0.1669376,4.4527607,1.8752493,1.8172065,4.2363696,4.262684,6.544837
2013-01-01 11:00:00,1.4940239,-1.4030213,1.2421813,1.9479914,-3.9763772,0.074785866,-0.7091487,1.2326707,5.664513,2.4401236,1.5576936,4.670694,4.6037436,7.7373457
2013-01-01 12:00:00,2.1333547,-2.0011747,0.4699976,8.11815,-4.822905,0.09598947,-1.78217,0.98562104,4.9663525,2.9354763,1.7587548,4.432131,2.0937185,3.5081773
2013-01-01 13:00:00,1.3026822,-2.5557704,0.74435955,-2.418961,-3.284332,1.0447599,-0.12088943,0.97209555,3.5711706,4.055092,1.5759846,4.013899,2.8595326,6.9015055
2013-01-01 14:00:00,2.3345997,-2.5614944,-0.052388206,-1.1786996,-4.1177354,0.1547638,0.29011434,-0.5720305,4.2779593,3.698356,2.5026746,2.690117,2.11934,3.2441993
2013-01-01 15:00:00,1.703864,-1.2214321,-0.43328294,-0.47221354,0.3350073,0.43099305,-0.655584,0.46436465,3.437185,1.0053152,2.239574,3.407067,2.3682637,6.1087413
2013-01-01 16:00:00,1.9242543,-1.7299106,-0.28471813,-0.4517871,-1.0416437,-0.16692533,-1.3179272,0.11520975,4.457645,3.9275405,1.7803224,3.6265247,2.6073005,5.2883863
2013-01-01 17:00:00,0.8426294,-2.7189052,0.45814255,-0.8958329,-0.57188046,0.4027227,-1.0648797,0.11504727,4.4060893,2.8788743,0.22694194,1.7288383,2.7659254,5.770758
2013-01-01 18:00:00,1.6644398,-2.3235826,-1.0222472,-1.3511221,-0.27161264,0.47654027,0.18293548,-1.234658,4.9081464,4.328,1.4838877,1.3445626,1.3593147,5.928149
2013-01-01 19:00:00,0.7503994,-2.3350487,0.0949157,-0.22049205,-0.11364391,1.2388378,3.2810848,-0.31143174,3.7088368,4.263377,-0.08474107,1.1872078,3.3454285,6.416062
2013-01-01 20:00:00,0.7260003,-1.5606042,-0.34165385,1.8442905,1.3054327,0.954665,2.1705039,-0.6295059,4.8401837,4.4692097,1.1299301,2.0418472,2.7991567,5.5097094
2013-01-01 21:00:00,-0.2923338,2.6681952,-0.62242943,-0.78976625,0.3357886,1.3841633,-0.07103611,0.47630683,4.7996755,3.4359148,0.8373985,2.1224294,2.3453057,6.2313027
2013-01-01 22:00:00,-0.4131913,1.4220053,-0.25061053,-0.30666187,0.38139963,-0.034230612,-0.90808856,-0.24356562,4.5671806,4.0753627,1.2134897,2.7091982,1.9749795,7.483961
2013-01-01 23:00:00,-0.06690557,-0.03358205,1.1859316,0.85138243,-0.09588915,0.18757178,-0.19172211,-1.8620647,4.8466806,5.0769525,1.8987485,4.759258,3.9769456,7.3752303
2013-01-02 00:00:00,0.951284,-3.3960834,-0.06541068,-4.9289517,-1.7589107,-3.3763475,1.3624619,-4.885042,3.0122664,-1.4620042,2.1945572,3.6133497,-1.2781608,3.3374367
2013-01-02 01:00:00,2.4433112,-4.562179,0.75469285,0.4617319,-5.180703,1.316154,-2.4605813,-2.181482,4.4609118,-1.1209089,0.6747164,1.1483643,2.2004268,1.3341441
2013-01-02 02:00:00,1.2680542,-3.8064158,0.07295531,-3.321337,-5.224488,1.8938645,-1.0862998,-4.99515,2.937434,-3.7526567,1.0652035,1.855817,-2.615964,-2.0916493
2013-01-02 03:00:00,1.4652381,-2.572421,-0.054201465,1.7589822,-3.9827425,0.4913405,-2.92464,-2.5896719,1.4584042,-1.6731197,1.1629143,2.5222702,-0.168638,0.13067852
2013-01-02 04:00:00,2.0942488,-3.9930384,-0.08184121,2.7658184,-4.596335,1.4653751,-3.2971263,0.8165161,3.8761072,-0.78683394,1.3261833,5.529614,1.7860343,2.4458914
2013-01-02 05:00:00,0.9124037,1.1176345,-0.595152,-3.188375,-0.87352073,0.7493786,-0.7524427,0.35459763,5.22095,5.7960205,1.7195417,1.0430558,3.1281106,9.239266
2013-01-02 06:00:00,0.99711466,-2.3542957,-0.348575,-3.0100696,-1.057511,1.4273337,0.006261084,0.5798921,5.983589,6.4516616,1.6375895,3.7643075,3.6711547,9.643189
2013-01-02 07:00:00,1.6553653,-1.2599959,-0.67208475,1.3418906,-0.5470475,1.4893365,-2.2642639,0.58951086,4.327837,6.704197,1.0423851,2.8821366,3.354933,6.6478314
2013-01-02 08:00:00,0.89620024,4.2731857,-0.5558074,2.3177192,5.622885,1.8669397,-1.9268354,-0.4749578,5.6408405,4.9539695,3.2165344,2.3524733,3.9444714,6.7801323
2013-01-02 09:00:00,0.5443613,2.239711,-0.74235636,-1.9829777,1.2412589,1.7472941,0.23855273,0.33212164,4.5076528,3.9810002,3.082344,3.0933952,3.789544,7.975744
2013-01-02 10:00:00,0.03882929,2.3092065,-0.76515293,1.4563746,-0.77399045,2.4752543,1.58927,-0.63708496,5.2294784,3.0796146,0.41121504,3.1440108,2.6404822,7.667512
2013-01-02 11:00:00,-0.46311745,4.403402,0.17976795,-0.14547892,2.580305,1.5050558,-0.6825357,1.1573128,4.163163,1.6327902,5.8782854,2.729738,3.0344098,5.7591896
2013-01-02 12:00:00,0.24744643,5.5032997,0.44296557,-0.68969315,0.68835163,2.4606993,-2.294696,0.66587156,4.8538322,4.0673738,3.9361722,2.5751505,2.8359256,8.6451435
2013-01-02 13:00:00,0.26851463,5.409187,-0.1891212,0.363864,0.758205,3.1648028,-0.387281,2.3872042,5.5368233,4.405211,5.6745296,1.7812165,0.9356706,8.132229
2013-01-02 14:00:00,-0.04703721,5.29047,0.06196434,0.13165772,2.58314,1.6561643,0.7314168,0.6115855,1.3240848,2.4220145,4.559124,2.1583126,3.2141995,6.2569375
2013-01-02 15:00:00,-0.060251147,3.6524782,1.1647906,0.5705272,2.3609946,2.388784,-0.0709987,1.0077925,2.9866843,0.9537465,2.5082433,1.0994195,4.503421,6.1354346
2013-01-02 16:00:00,0.73790413,7.9484043,-0.21730518,3.9663243,3.1216626,2.5738559,1.4134737,1.2079241,4.5624385,6.1001716,1.9807464,1.3321396,5.454318,6.468802
2013-01-02 17:00:00,1.057562,7.8103633,0.23074299,3.6602142,-1.0481979,1.4704946,1.5457944,0.4019384,6.5538936,6.52855,1.4883256,1.245994,4.0667,7.0773964
2013-01-02 18:00:00,-0.52348125,6.9164386,0.95444846,-2.732129,-0.2629313,1.3940225,-0.14649932,0.09185374,6.252206,3.619062,1.7490908,1.7147967,2.994574,5.86635
2013-01-02 19:00:00,-0.1761151,5.071558,-0.59748286,1.4925749,0.55657315,-0.5482482,-0.97754693,-1.0630296,5.283939,5.4615674,2.393109,1.1905522,1.7855098,4.5260143
2013-01-02 20:00:00,-0.04312124,4.9087663,-0.13325831,0.17515874,-1.441354,-0.22080578,-1.1693516,-0.06789705,4.1422734,3.3460636,1.9892656,0.28562945,4.0825014,6.3357177
2013-01-02 21:00:00,2.5773034,-0.72020197,0.48640284,-2.06379,-2.8761308,-0.08159803,-0.2264735,0.11067282,3.757792,-0.4488684,1.4104542,1.7851831,1.2108831,3.597098
2013-01-02 22:00:00,1.467018,-0.5111862,0.24491099,1.1551807,0.9019544,1.3485037,-1.8731897,-0.8391385,3.2554703,0.7784975,1.9789888,2.53188,0.48081324,3.8052435
2013-01-02 23:00:00,1.0156655,0.17395653,1.3011842,-0.87485576,-1.4394096,0.7799661,-1.0895678,-2.3975348,3.1201885,1.4654205,0.39147103,2.8166447,-0.12649214,2.0752473
2013-01-03 00:00:00,-0.34783992,14.110503,-0.73093003,-3.8545961,5.3749228,6.124566,-1.8768365,1.5058106,9.4389515,8.486166,10.48408,4.6632795,11.20537,15.670636
2013-01-03 01:00:00,-3.91687,12.851189,-2.6050951,-1.6283709,4.8553886,7.4989877,-1.173639,-0.7139597,9.881095,4.7740283,7.867839,4.362918,10.991156,16.030268
2013-01-03 02:00:00,0.4855912,-0.1047794,-0.80595475,-1.9940586,1.4939878,1.6422635,-4.530412,-0.49059182,7.8446665,2.5181127,1.3942988,1.9518328,5.6615357,13.934273
2013-01-03 03:00:00,0.1851693,7.6377187,-1.4330862,-4.376869,6.9658194,5.9899955,-5.470446,2.047863,9.0755,7.3118877,9.482513,3.6145751,9.110006,15.373907
2013-01-03 04:00:00,1.9170274,-2.0730438,-0.8756539,3.2217252,0.35596812,2.4073179,-2.6823342,0.555314,6.629815,-0.15152998,-0.910036,-0.42146978,0.116388544,10.512305
2013-01-03 05:00:00,0.40496048,-2.40276,-1.8586706,1.9588187,1.1503675,2.3035634,-0.28306463,0.7488683,4.7734423,2.592934,0.039308228,-1.5184376,6.0073266,13.300017
2013-01-03 06:00:00,3.328016,-3.13688,-0.813905,-1.0475693,-3.533147,0.22604209,-4.2055383,-5.1095824,6.778705,0.6624345,-0.77009845,-2.413233,-1.2287213,0.8009152
2013-01-03 07:00:00,3.0098944,-1.6937811,-0.36551857,0.75891674,1.8162267,-0.8056611,-2.6089854,-6.801388,8.149171,-0.58056724,-2.084875,-0.5195469,-0.78020465,3.307555
2013-01-03 08:00:00,1.5429728,-4.253308,-0.792737,-5.1756334,-3.1351635,-2.7457228,-4.580667,-5.840862,5.4912496,1.5908799,0.51634735,0.60048395,-2.0625625,2.5128698
2013-01-03 09:00:00,4.0105324,11.586247,1.1777884,-1.4419105,6.4570556,7.288962,-3.710474,3.9227028,14.692006,7.6784635,9.959344,3.759791,13.793267,15.395578
2013-01-03 10:00:00,1.943112,16.512854,0.47861573,-2.7541552,4.7563863,8.216172,2.6535642,5.4884176,18.388863,5.5856647,12.927256,4.0332484,15.4793825,21.789562
2013-01-03 11:00:00,8.4231415,15.72243,2.1070142,-4.6336823,5.109146,8.569476,0.33535498,4.048131,18.205006,8.1087265,11.271724,5.40428,16.538141,19.36318
2013-01-03 12:00:00,3.1937888,14.426854,0.831249,-4.131082,6.702655,8.683032,-2.2154875,5.164846,18.48704,8.329068,13.973336,5.23557,12.962206,20.249306
2013-01-03 13:00:00,10.417697,15.992794,-3.964103,-5.1346073,7.3990903,8.507501,0.02242538,5.3215876,15.877482,9.321993,12.399009,5.1366253,13.8145485,19.849598
2013-01-03 14:00:00,-2.4531436,13.285183,-0.4852683,-2.568718,9.902467,8.690863,-4.3183227,5.4253063,16.83858,9.798938,8.4278145,5.658174,16.463625,16.920177
2013-01-03 15:00:00,2.5263977,13.772482,3.0114636,-2.4407878,5.488707,10.229868,-4.400016,5.6865706,14.951547,6.832966,6.1198397,3.300724,11.78361,19.048286
2013-01-03 16:00:00,4.1551266,12.540885,0.5520086,2.182408,5.1833067,9.096164,-4.647883,5.001373,13.784453,10.562164,11.429563,3.219816,13.061534,15.751614
2013-01-03 17:00:00,3.594881,15.320228,3.4652946,1.9429932,7.221873,8.6082945,-5.900548,5.870102,14.982743,9.226088,9.221154,2.6190517,13.208441,16.560946
2013-01-03 18:00:00,1.8400142,10.477471,3.670104,5.746166,7.4561,7.4743023,0.07441946,4.2906756,15.399419,7.5931587,10.185148,1.8790771,13.435708,15.545436
2013-01-03 19:00:00,5.2083344,10.126941,3.0908473,4.343097,5.644637,6.7264,-2.753805,5.4815507,15.87204,8.267339,10.621805,2.5968227,10.378333,18.192541
2013-01-03 20:00:00,6.22386,8.130661,4.9356127,1.584932,6.498555,8.429133,-1.5939066,6.522846,16.412668,9.628211,6.207654,2.5630105,13.965893,14.911702
2013-01-03 21:00:00,-0.06911102,12.412778,2.588968,0.29049307,7.8350725,6.771173,-1.5241631,5.47232,10.983345,8.126424,7.0696635,4.28173,11.087957,15.701196
2013-01-03 22:00:00,1.8813927,8.871242,1.5401387,0.60015583,4.3286567,4.966188,-3.6626503,4.043009,14.999509,11.009505,8.678337,0.686592,13.65194,14.915919
2013-01-03 23:00:00,-0.6036661,12.10637,2.2711086,1.0053437,2.0228016,4.332167,-1.225937,1.9336554,15.129406,4.3234186,9.710722,2.157827,11.431946,12.640858
2013-01-04 00:00:00,5.7147317,12.302222,-1.8101112,-0.077354126,0.8950572,3.48768,-2.6307542,0.9911631,13.7564535,1.7987767,7.21279,-0.44508174,10.165231,11.538153
2013-01-04 01:00:00,2.4607947,11.211377,0.89047164,-0.95362234,-3.5054758,2.8837948,-3.036399,1.7796234,14.489696,7.120207,2.6377203,2.0915926,4.6581254,12.444058
2013-01-04 02:00:00,2.5910122,6.85337,-1.9509006,0.012455613,-4.0623755,2.1779912,-3.172797,0.52620137,10.719958,5.9370937,1.9697913,3.1539254,10.456762,10.821326
2013-01-04 03:00:00,0.027821744,4.0632515,-2.7129686,1.1795589,-2.5513296,-1.023409,-2.209543,-0.8935217,6.90127,7.4441013,3.2729611,2.439544,7.4299526,11.48133
2013-01-04 04:00:00,1.6722783,-2.6044083,-2.480097,1.8222499,-0.38860562,-1.1397884,-3.8166869,-1.967001,6.982065,6.7938313,3.6248124,2.2819452,4.0695376,10.623583
2013-01-04 05:00:00,3.2827187,-3.740288,-2.2692912,-1.0843757,-0.13789082,-0.46386418,-3.4647148,-2.4763467,7.1194816,5.2796726,2.9892874,2.4621377,2.2399511,9.963432
