date,MG,NB,SM,FL,OD,VS,FN,OV,LV,SV,AS,FB,SJ,SB,PEAK
2019-01-01 00:00:00,6.2969327,23.172655,29.328169,5.1964264,10.380813,12.649602,9.548548,10.094774,8.824532,20.665302,14.357951,25.366457,10.47553,26.395521,25.54948
2019-01-01 01:00:00,6.6773887,22.1379,26.432396,2.4637578,11.278603,7.618819,10.254266,11.025113,10.73877,21.487494,10.899817,28.131737,9.235375,25.049244,31.45366
2019-01-01 02:00:00,14.293772,22.348978,27.285603,3.165909,16.48839,8.009054,10.678887,10.957035,15.247043,19.344017,10.149531,25.71601,9.85404,27.737507,29.308825
2019-01-01 03:00:00,4.8198624,29.241348,29.800564,7.0609365,12.983307,6.9880867,9.2601795,11.48872,15.300271,20.190374,11.279249,28.791504,10.000282,25.911945,29.142082
2019-01-01 04:00:00,14.3487,21.9145,27.416248,6.3279185,14.283195,12.048127,5.9947066,6.3956113,11.864315,22.797691,13.159183,18.994091,8.8525,28.657696,31.175827
2019-01-01 05:00:00,7.649911,18.243542,29.463528,6.5424485,10.488338,9.2250395,9.707145,10.914412,9.924623,18.2105,12.802876,21.261047,9.799739,25.079794,29.859186
2019-01-01 06:00:00,13.816445,19.959867,24.648026,4.921533,11.543349,10.80459,7.674874,10.0061455,9.486392,20.224998,12.987585,21.363314,11.887663,25.103115,27.008957
2019-01-01 07:00:00,6.401783,22.469418,26.990112,10.985331,12.902148,8.667568,10.121812,10.152442,5.983867,18.793612,13.643538,23.481436,10.650502,22.915186,27.628597
2019-01-01 08:00:00,12.243981,16.021255,22.048515,7.2023587,10.442931,11.153795,6.8298836,6.1746,9.654552,18.92462,12.576851,23.58925,9.021445,19.624834,23.416176
2019-01-01 09:00:00,9.970845,20.005762,24.093761,5.8521576,13.063501,6.673817,8.165387,8.038163,8.240215,11.469316,16.054766,21.844307,6.5185895,22.657343,24.736578
2019-01-01 10:00:00,10.299745,19.394728,20.515385,7.63907,11.472066,8.891439,9.295251,6.0010266,7.739633,20.601173,14.161801,17.060633,6.9153996,20.965229,24.334
2019-01-01 11:00:00,8.544726,14.206381,20.63244,6.859634,11.1646805,6.0807266,8.412166,5.9781365,6.586122,13.890179,11.505027,18.501965,9.3714075,19.990372,22.907207
2019-01-01 12:00:00,10.567332,21.0711,22.332106,6.0501213,10.658621,2.625266,7.91914,5.7742634,8.036193,15.539706,15.279548,15.69101,7.8651667,16.313751,22.817406
2019-01-01 13:00:00,10.21512,20.755714,22.810799,3.6914108,12.972929,7.651246,7.589374,7.781089,4.0933948,15.65418,12.120768,19.18944,5.8570533,17.53353,20.605362
2019-01-01 14:00:00,6.353962,13.101043,18.933647,6.484358,9.469833,6.0680413,5.9243183,7.429575,9.108794,13.488915,11.849932,16.499693,6.1498513,19.504887,19.32539
2019-01-01 15:00:00,4.8721037,15.231851,20.186068,6.5271764,9.581204,6.758531,7.4691873,4.30929,5.877801,14.478298,12.722898,18.408672,5.0730195,15.975087,19.999836
2019-01-01 16:00:00,5.2679577,16.394411,19.699566,6.874591,8.299336,6.285814,6.9096007,6.544968,5.7322493,15.351789,10.921261,20.09481,6.820209,18.025627,18.07881
2019-01-01 17:00:00,9.2816925,10.201359,19.769867,9.551897,7.5647388,3.5744798,3.9120386,4.2894125,1.6881196,15.385435,5.0492625,14.9840975,12.066855,15.1792345,21.04925
2019-01-01 18:00:00,6.893578,20.68914,22.9139,4.259483,12.056619,9.188479,10.512114,12.188554,6.472724,19.85406,13.554402,25.544542,4.289823,13.672542,21.890154
2019-01-01 19:00:00,9.963486,23.353241,22.130928,4.6479793,14.144354,9.036468,9.681855,7.6062727,7.5014453,19.503233,12.650551,23.619537,5.722145,19.90654,31.418112
2019-01-01 20:00:00,3.4414315,18.97841,19.80898,5.5348296,2.1421342,7.683718,9.585324,9.540147,5.686458,16.218435,8.718663,24.006887,7.8422155,11.2508545,21.059008
2019-01-01 21:00:00,4.4028816,20.226757,20.802738,5.638722,7.7717605,4.471252,9.19903,9.226108,9.521887,17.364363,10.203107,20.171791,7.688231,12.731151,22.268953
2019-01-01 22:00:00,6.089899,14.622874,21.322046,0.9957665,10.627715,9.759659,9.92691,10.017857,11.547234,14.982999,12.503166,12.330757,5.941876,15.173687,24.386547
2019-01-01 23:00:00,10.217504,18.227488,27.327658,3.931797,11.698044,6.11744,8.414472,9.588507,10.122615,22.313742,15.826752,17.380777,7.1071596,22.803389,25.520987
2019-01-02 00:00:00,4.119241,14.922112,19.540596,4.9715075,10.711392,5.232615,6.1435385,4.6405435,4.8954253,14.031162,15.554676,24.719694,6.0073266,15.670568,19.591413
2019-01-02 01:00:00,2.6976612,18.023664,21.5597,5.258192,5.536776,8.406933,8.742596,4.9922194,6.2189207,15.433821,17.193897,26.34089,7.5255337,14.549825,18.932169
2019-01-02 02:00:00,5.1454754,17.637268,22.580818,5.3304043,7.7862225,12.58197,5.907417,6.828368,5.3859854,13.274248,16.154947,16.174282,2.7311172,11.631822,20.742601
2019-01-02 03:00:00,6.64876,19.16279,25.205952,3.3886266,5.8204923,5.817578,4.710495,7.5521703,4.528102,12.133882,17.088366,15.160358,1.3950691,15.620642,20.473183
2019-01-02 04:00:00,8.743209,21.258116,25.722752,3.5445945,7.8159666,12.098553,6.522001,6.217915,3.9596808,12.854112,2.3341265,6.676221,2.348081,16.916922,18.802444
2019-01-02 05:00:00,12.416184,22.29238,25.40596,2.3403754,4.033251,11.324458,6.191283,6.897796,4.994395,12.312837,5.6254125,11.129853,2.180018,19.297112,18.041481
2019-01-02 06:00:00,10.216415,20.848982,23.579428,0.5538493,5.1555405,12.737597,4.0648613,6.147369,5.5805216,11.2424755,3.0283525,5.784073,2.4995987,18.14262,17.591402
